,Name,Course Name,Position,Strokes Under,Total Strokes,First Round,Second Round,Third Round,Fourth Round,Fourth Round Tee Time,Amateur Status,Tournament Status,ID
428,Jesper Svensson,Valhalla Golf Club,53,-5,279,68,71,72,68,09:15:00,False,complete,57586
429,Patrick Reed,Valhalla Golf Club,53,-5,279,69,70,71,69,09:35:00,False,complete,34360
430,Thorbjørn Olesen,Valhalla Golf Club,53,-5,279,69,71,69,70,10:15:00,False,complete,33968
431,Zac Blair,Valhalla Golf Club,53,-5,279,73,66,68,72,11:35:00,False,complete,40058
432,Talor Gooch,Valhalla Golf Club,60,-4,280,71,70,70,69,08:35:00,False,complete,46402
433,Adam Hadwin,Valhalla Golf Club,60,-4,280,68,72,71,69,08:45:00,False,complete,33399
434,Gary Woodland,Valhalla Golf Club,60,-4,280,71,69,71,69,08:55:00,False,complete,31323
435,S.H. Kim,Valhalla Golf Club,63,-3,281,69,72,71,69,08:15:00,False,complete,50188
436,Rickie Fowler,Valhalla Golf Club,63,-3,281,72,69,69,71,09:25:00,False,complete,32102
437,Cameron Young,Valhalla Golf Club,63,-3,281,69,71,70,71,09:35:00,False,complete,57366
438,Tyrrell Hatton,Valhalla Golf Club,63,-3,281,71,69,68,73,10:35:00,False,complete,34363
439,Cameron Smith,Valhalla Golf Club,63,-3,281,68,70,70,73,11:15:00,False,complete,35891
440,Sebastian Soderberg,Valhalla Golf Club,68,-2,282,73,67,74,68,07:55:00,False,complete,46405
441,Rasmus Højgaard,Valhalla Golf Club,68,-2,282,68,72,73,69,08:05:00,False,complete,52686
442,Luke Donald,Valhalla Golf Club,68,-2,282,70,69,72,71,09:05:00,False,complete,23983
443,Nicolai Højgaard,Valhalla Golf Club,68,-2,282,70,71,68,73,10:05:00,False,complete,52453
444,Braden Shattuck,Valhalla Golf Club,72,-1,283,71,70,68,74,09:45:00,False,complete,63181
445,Alejandro Tosti,Valhalla Golf Club,73,E,284,68,69,79,68,07:45:00,False,complete,38991
446,Martin Kaymer,Valhalla Golf Club,73,E,284,68,72,68,76,10:45:00,False,complete,27408
447,Ryan Fox,Valhalla Golf Club,75,+2,286,72,68,72,74,08:25:00,False,complete,29936
448,Stephan Jaeger,Valhalla Golf Club,76,+5,289,70,71,70,78,08:35:00,False,complete,36799
449,Jeremy Wells,Valhalla Golf Club,77,+6,290,69,71,75,75,07:45:00,False,complete,46628
450,Brendon Todd,Valhalla Golf Club,78,+9,293,70,70,74,79,07:55:00,False,complete,30927
529,Scottie Scheffler,Augusta National Golf Club,1,-11,277,66,72,71,68,14:35:00,False,complete,46046
530,Ludvig Åberg,Augusta National Golf Club,2,-7,281,73,69,70,69,14:25:00,False,complete,52955
531,Tommy Fleetwood,Augusta National Golf Club,3,-4,284,72,71,72,69,13:45:00,False,complete,30911
532,Max Homa,Augusta National Golf Club,3,-4,284,67,71,73,73,14:25:00,False,complete,39977
533,Collin Morikawa,Augusta National Golf Club,3,-4,284,71,70,69,74,14:35:00,False,complete,50525
534,Cameron Smith,Augusta National Golf Club,6,-2,286,71,72,72,71,13:55:00,False,complete,35891
535,Bryson DeChambeau,Augusta National Golf Club,6,-2,286,65,73,75,73,14:15:00,False,complete,47959
536,Xander Schauffele,Augusta National Golf Club,8,-1,287,72,72,70,73,14:15:00,False,complete,48081
537,Will Zalatoris,Augusta National Golf Club,9,E,288,70,77,72,69,12:35:00,False,complete,47483
538,Tyrrell Hatton,Augusta National Golf Club,9,E,288,72,74,73,69,12:35:00,False,complete,34363
539,Cameron Young,Augusta National Golf Club,9,E,288,70,73,72,73,13:45:00,False,complete,57366
540,Matthieu Pavon,Augusta National Golf Club,12,+1,289,70,73,74,72,12:55:00,False,complete,48153
541,Patrick Reed,Augusta National Golf Club,12,+1,289,74,70,73,72,13:05:00,False,complete,34360
542,Adam Schenk,Augusta National Golf Club,12,+1,289,73,71,72,73,13:15:00,False,complete,47347
543,Cameron Davis,Augusta National Golf Club,12,+1,289,69,72,73,75,14:05:00,False,complete,45157
544,Sepp Straka,Augusta National Golf Club,16,+2,290,73,71,74,72,12:55:00,False,complete,49960
545,Chris Kirk,Augusta National Golf Club,16,+2,290,74,75,68,73,13:15:00,False,complete,30926
546,Byeong Hun An,Augusta National Golf Club,16,+2,290,70,73,72,75,13:55:00,False,complete,33948
547,Nicolai Højgaard,Augusta National Golf Club,16,+2,290,67,73,74,76,14:05:00,False,complete,52453
548,Taylor Moore,Augusta National Golf Club,20,+3,291,71,75,75,70,11:25:00,False,complete,49947
549,Lucas Glover,Augusta National Golf Club,20,+3,291,71,73,72,75,13:25:00,False,complete,25900
550,Keegan Bradley,Augusta National Golf Club,22,+4,292,78,71,74,69,10:35:00,False,complete,33141
551,Min Woo Lee,Augusta National Golf Club,22,+4,292,74,74,75,69,10:35:00,False,complete,37378
552,Harris English,Augusta National Golf Club,22,+4,292,72,74,75,71,11:35:00,False,complete,34099
553,Adam Scott,Augusta National Golf Club,22,+4,292,76,74,70,72,12:25:00,False,complete,24502
554,Rory McIlroy,Augusta National Golf Club,22,+4,292,71,77,71,73,12:45:00,False,complete,28237
555,Joaquín Niemann,Augusta National Golf Club,22,+4,292,70,78,71,73,12:45:00,False,complete,45486
556,Matt Fitzpatrick,Augusta National Golf Club,22,+4,292,71,73,73,75,13:05:00,False,complete,40098
557,Patrick Cantlay,Augusta National Golf Club,22,+4,292,71,75,70,76,13:25:00,False,complete,35450
558,Tom Kim,Augusta National Golf Club,30,+5,293,72,78,77,66,09:45:00,False,complete,55182
559,Jason Day,Augusta National Golf Club,30,+5,293,75,73,76,69,10:25:00,False,complete,28089
560,Si Woo Kim,Augusta National Golf Club,30,+5,293,74,76,73,70,10:45:00,False,complete,37455
561,J. T. Poston,Augusta National Golf Club,30,+5,293,75,74,74,70,10:45:00,False,complete,49771
562,Rickie Fowler,Augusta National Golf Club,30,+5,293,76,74,71,72,12:05:00,False,complete,32102
563,Kurt Kitayama,Augusta National Golf Club,35,+6,294,71,73,82,68,09:55:00,False,complete,48117
564,Camilo Villegas,Augusta National Golf Club,35,+6,294,74,75,76,69,10:15:00,False,complete,27770
565,Akshay Bhatia,Augusta National Golf Club,35,+6,294,72,75,74,73,11:35:00,False,complete,56630
566,Russell Henley,Augusta National Golf Club,38,+7,295,73,77,74,71,10:25:00,False,complete,34098
567,Corey Conners,Augusta National Golf Club,38,+7,295,70,76,76,73,11:05:00,False,complete,39997
568,Hideki Matsuyama,Augusta National Golf Club,38,+7,295,76,74,71,74,11:55:00,False,complete,32839
569,Luke List,Augusta National Golf Club,38,+7,295,75,75,71,74,11:55:00,False,complete,27129
570,Ryan Fox,Augusta National Golf Club,38,+7,295,69,74,77,75,12:05:00,False,complete,29936
571,Phil Mickelson,Augusta National Golf Club,43,+8,296,73,75,74,74,11:15:00,False,complete,01810
572,Shane Lowry,Augusta National Golf Club,43,+8,296,73,74,75,74,11:15:00,False,complete,33204
573,Denny McCarthy,Augusta National Golf Club,45,+9,297,74,74,79,70,09:45:00,False,complete,47993
574,José María Olazábal,Augusta National Golf Club,45,+9,297,77,73,75,72,10:15:00,False,complete,06373
575,Brooks Koepka,Augusta National Golf Club,45,+9,297,73,73,76,75,11:05:00,False,complete,36689
576,Sahith Theegala,Augusta National Golf Club,45,+9,297,74,74,74,75,11:25:00,False,complete,51634
577,Jon Rahm,Augusta National Golf Club,45,+9,297,73,76,72,76,11:45:00,False,complete,46970
578,Danny Willett,Augusta National Golf Club,45,+9,297,68,75,76,78,12:25:00,False,complete,32139
579,Grayson Murray,Augusta National Golf Club,51,+10,298,76,74,78,70,09:25:00,False,complete,34213
580,Eric Cole,Augusta National Golf Club,52,+11,299,73,72,81,73,10:05:00,False,complete,47591
581,Adam Hadwin,Augusta National Golf Club,53,+12,300,75,73,82,70,09:15:00,False,complete,33399
582,Neal Shipley,Augusta National Golf Club,53,+12,300,71,76,80,73,09:35:00,True,complete,63807
583,Jake Knapp,Augusta National Golf Club,55,+13,301,74,76,78,73,09:25:00,False,complete,47420
584,Erik van Rooyen,Augusta National Golf Club,55,+13,301,71,76,78,76,10:05:00,False,complete,40006
585,Tony Finau,Augusta National Golf Club,55,+13,301,71,78,72,80,11:45:00,False,complete,29725
586,Vijay Singh,Augusta National Golf Club,58,+14,302,75,73,82,72,09:15:00,False,complete,06567
587,Thorbjørn Olesen,Augusta National Golf Club,58,+14,302,71,79,77,75,09:55:00,False,complete,33968
588,Tiger Woods,Augusta National Golf Club,60,+16,304,73,72,82,77,09:35:00,False,complete,08793
